date,return
2021-06-27,0.0
2021-07-04,0.0
2021-07-11,0.0
2021-07-18,0.0
2021-07-25,0.0
2021-08-01,0.0
2021-08-08,0.0
2021-08-15,0.0
2021-08-22,0.0
2021-08-29,0.0
2021-09-05,0.0
2021-09-12,0.0
2021-09-19,0.0
2021-09-26,0.045268825691443304
2021-10-03,-0.006732188534727124
2021-10-10,-0.014870407242151495
2021-10-17,-0.009372513795042114
2021-10-24,0.25025106344556125
2021-10-31,-0.0014002181980803385
2021-11-07,-0.01564030056532162
2021-11-14,-0.0711035969600432
2021-11-21,0.1234046777700557
2021-11-28,-0.00597258335147377
2021-12-05,-0.06458787857570225
2021-12-12,-0.018305045552870047
2021-12-19,0.09916119622392627
2021-12-26,-0.04843977008935618
2022-01-02,-0.08730115713715236
2022-01-09,0.08829799278994721
2022-01-16,0.0
2022-01-23,0.0
2022-01-30,0.0
2022-02-06,0.0
2022-02-13,0.0
2022-02-20,0.0
2022-02-27,0.0
2022-03-06,0.0
2022-03-13,0.0
2022-03-20,0.0
2022-03-27,0.0
2022-04-03,0.0
2022-04-10,0.0
2022-04-17,0.0
2022-04-24,0.0
2022-05-01,0.0
2022-05-08,0.0
2022-05-15,0.0
2022-05-22,0.0
2022-05-29,0.0
2022-06-05,0.0
2022-06-12,0.0
2022-06-19,0.0
2022-06-26,0.0
2022-07-03,0.0
2022-07-10,0.0
2022-07-17,0.0
2022-07-24,0.0
2022-07-31,0.0
2022-08-07,0.0
2022-08-14,0.0
2022-08-21,0.0
2022-08-28,0.0
2022-09-04,0.0
2022-09-11,0.0
2022-09-18,0.0
2022-09-25,0.0
2022-10-02,0.0
2022-10-09,0.0
2022-10-16,0.0
2022-10-23,0.0
2022-10-30,0.0
2022-11-06,0.0
2022-11-13,0.0
2022-11-20,0.0
2022-11-27,0.0
2022-12-04,0.0
2022-12-11,0.0
2022-12-18,0.0
2022-12-25,0.0
2023-01-01,0.0
2023-01-08,0.0
2023-01-15,0.020715880804335507
2023-01-22,0.0003838767786477071
2023-01-29,0.051526014626139593
2023-02-05,-0.04887767821252542
2023-02-12,0.10968118501536894
2023-02-19,-0.053168534909607046
2023-02-26,-0.053657700665575514
2023-03-05,-0.013602832600495662
2023-03-12,0.2809886808182631
2023-03-19,0.0
2023-03-26,0.04453114664987057
2023-04-02,-0.03408429212003161
